cart,purchase,view,view_to_cart,cart_to_purchase
56.0,14.0,1419.0,0.03946441155743481,0.25
11.0,12.0,1527.0,0.007203667321545514,1.0909090909090908
190.0,71.0,5091.0,0.03732076212924769,0.3736842105263158
638.0,244.0,20706.0,0.03081232492997199,0.3824451410658307
425.0,189.0,12939.0,0.03284643326377618,0.4447058823529412
61.0,46.0,4034.0,0.015121467526028755,0.7540983606557377
0.0,0.0,8.0,0.0,
0.0,0.0,1.0,0.0,
5.0,3.0,583.0,0.008576329331046312,0.6
0.0,0.0,222.0,0.0,
0.0,0.0,11.0,0.0,
105.0,74.0,6906.0,0.015204170286707211,0.7047619047619048
454.0,127.0,12489.0,0.03635198975098086,0.27973568281938327
11.0,3.0,1253.0,0.008778930566640064,0.2727272727272727
0.0,2.0,28.0,0.0,inf
66.0,42.0,5566.0,0.011857707509881422,0.6363636363636364
49.0,26.0,5299.0,0.009247027741083224,0.5306122448979592
84.0,39.0,4161.0,0.020187454938716654,0.4642857142857143
41.0,18.0,961.0,0.04266389177939646,0.43902439024390244
53.0,24.0,3958.0,0.013390601313794846,0.4528301886792453
78.0,41.0,2327.0,0.0335195530726257,0.5256410256410257
0.0,0.0,39.0,0.0,
0.0,1.0,44.0,0.0,inf
24.0,13.0,1632.0,0.014705882352941176,0.5416666666666666
69.0,18.0,1883.0,0.03664365374402549,0.2608695652173913
5.0,5.0,1079.0,0.004633920296570899,1.0
0.0,0.0,14.0,0.0,
17.0,9.0,2705.0,0.006284658040665434,0.5294117647058824
5702.0,2099.0,83158.0,0.06856826763510426,0.3681164503682918
2629.0,857.0,43211.0,0.06084098956284279,0.3259794598706733
0.0,0.0,23.0,0.0,
0.0,0.0,13.0,0.0,
0.0,0.0,61.0,0.0,
0.0,0.0,63.0,0.0,
7.0,2.0,1525.0,0.0045901639344262295,0.2857142857142857
1.0,0.0,299.0,0.0033444816053511705,0.0
4.0,1.0,425.0,0.009411764705882352,0.25
30.0,8.0,1246.0,0.024077046548956663,0.26666666666666666
63.0,22.0,2726.0,0.023110785033015408,0.3492063492063492
9.0,14.0,762.0,0.011811023622047244,1.5555555555555556
18.0,6.0,1579.0,0.011399620012666244,0.3333333333333333
0.0,0.0,184.0,0.0,
0.0,9.0,2164.0,0.0,inf
6.0,3.0,254.0,0.023622047244094488,0.5
23.0,25.0,2498.0,0.009207365892714172,1.0869565217391304
0.0,0.0,9.0,0.0,
33.0,9.0,2241.0,0.014725568942436412,0.2727272727272727
64.0,41.0,5917.0,0.010816292039885076,0.640625
30.0,10.0,1761.0,0.017035775127768313,0.3333333333333333
128.0,53.0,5392.0,0.02373887240356083,0.4140625
44.0,17.0,1737.0,0.025331030512377662,0.38636363636363635
27.0,21.0,283.0,0.09540636042402827,0.7777777777777778
6.0,1.0,604.0,0.009933774834437087,0.16666666666666666
75.0,46.0,4087.0,0.01835086860778077,0.6133333333333333
0.0,0.0,8.0,0.0,
4.0,1.0,574.0,0.006968641114982578,0.25
176.0,50.0,6044.0,0.02911978821972204,0.2840909090909091
0.0,0.0,11.0,0.0,
2.0,0.0,153.0,0.013071895424836602,0.0
47.0,9.0,1588.0,0.02959697732997481,0.19148936170212766
0.0,0.0,17.0,0.0,
1.0,0.0,41.0,0.024390243902439025,0.0
207.0,70.0,6094.0,0.03396783721693469,0.33816425120772947
638.0,365.0,16518.0,0.03862453081486863,0.5721003134796239
3439.0,1135.0,59301.0,0.057992276690106405,0.3300378016865368
9.0,41.0,2353.0,0.003824904377390565,4.555555555555555
260.0,57.0,6469.0,0.04019168341320142,0.21923076923076923
392.0,150.0,13053.0,0.030031410403738603,0.3826530612244898
28.0,16.0,1559.0,0.01796023091725465,0.5714285714285714
16.0,15.0,1034.0,0.015473887814313346,0.9375
0.0,0.0,1.0,0.0,
273.0,104.0,6264.0,0.0435823754789272,0.38095238095238093
217.0,59.0,3964.0,0.05474268415741675,0.271889400921659
1177.0,999.0,32610.0,0.03609322293774916,0.848768054375531
370.0,164.0,7630.0,0.04849279161205767,0.44324324324324327
0.0,0.0,3.0,0.0,
0.0,0.0,48.0,0.0,
0.0,0.0,6.0,0.0,
0.0,0.0,19.0,0.0,
294.0,102.0,5886.0,0.04994903160040775,0.3469387755102041
798.0,418.0,18203.0,0.04383892764928858,0.5238095238095238
680.0,320.0,14860.0,0.04576043068640646,0.47058823529411764
14.0,10.0,663.0,0.021116138763197588,0.7142857142857143
0.0,0.0,2.0,0.0,
0.0,0.0,29.0,0.0,
0.0,0.0,1.0,0.0,
0.0,0.0,3.0,0.0,
7402.0,2812.0,140123.0,0.052825018019882534,0.3798973250472845
3292.0,1153.0,62606.0,0.052582819538063444,0.3502430133657351
294.0,109.0,9932.0,0.02960128876359243,0.3707482993197279
131.0,51.0,5658.0,0.023153057617532696,0.3893129770992366
8.0,4.0,255.0,0.03137254901960784,0.5
23.0,17.0,1445.0,0.01591695501730104,0.7391304347826086
21.0,12.0,2186.0,0.00960658737419945,0.5714285714285714
0.0,0.0,20.0,0.0,
0.0,0.0,9.0,0.0,
1.0,1.0,667.0,0.0014992503748125937,1.0
1.0,0.0,854.0,0.00117096018735363,0.0
303.0,264.0,19366.0,0.015645977486316225,0.8712871287128713
0.0,0.0,3.0,0.0,
9.0,4.0,1564.0,0.005754475703324808,0.4444444444444444
30.0,9.0,1083.0,0.027700831024930747,0.3
235.0,65.0,5127.0,0.04583577140628048,0.2765957446808511
65.0,132.0,9590.0,0.006777893639207508,2.0307692307692307
64.0,25.0,1836.0,0.034858387799564274,0.390625
49.0,82.0,5637.0,0.00869256696824552,1.6734693877551021
506.0,172.0,15277.0,0.03312168619493356,0.33992094861660077
1766.0,656.0,36104.0,0.048914247728783514,0.3714609286523216
7.0,3.0,528.0,0.013257575757575758,0.42857142857142855
1377.0,375.0,23475.0,0.05865814696485623,0.27233115468409586
630.0,209.0,15965.0,0.03946132164108988,0.33174603174603173
1207.0,368.0,15341.0,0.07867805227820872,0.30488815244407624
0.0,0.0,2.0,0.0,
1134.0,372.0,23922.0,0.04740406320541761,0.328042328042328
803.0,202.0,16072.0,0.04996266799402688,0.25155666251556663
262.0,54.0,8319.0,0.031494169972352444,0.20610687022900764
131.0,45.0,4831.0,0.02711653901883668,0.3435114503816794
54.0,23.0,2186.0,0.024702653247941447,0.42592592592592593
61.0,21.0,2276.0,0.02680140597539543,0.3442622950819672
27.0,7.0,1274.0,0.02119309262166405,0.25925925925925924
504.0,221.0,14233.0,0.03541066535516054,0.4384920634920635
72.0,25.0,2194.0,0.032816773017319965,0.3472222222222222
44.0,14.0,1715.0,0.02565597667638484,0.3181818181818182
454.0,193.0,14779.0,0.03071926382028554,0.4251101321585903
11.0,3.0,332.0,0.03313253012048193,0.2727272727272727
43.0,13.0,899.0,0.047830923248053395,0.3023255813953488
107.0,36.0,4663.0,0.0229466009007077,0.3364485981308411
42.0,19.0,2588.0,0.01622874806800618,0.4523809523809524
42.0,25.0,2085.0,0.02014388489208633,0.5952380952380952
5.0,0.0,536.0,0.009328358208955223,0.0
5.0,1.0,798.0,0.006265664160401002,0.2
4913.0,1845.0,85706.0,0.05732387464121532,0.37553429676368816
64.0,53.0,2693.0,0.02376531748978834,0.828125
22.0,25.0,1558.0,0.014120667522464698,1.1363636363636365
0.0,0.0,38.0,0.0,
0.0,0.0,205.0,0.0,
7.0,8.0,770.0,0.00909090909090909,1.1428571428571428
18.0,28.0,3260.0,0.005521472392638037,1.5555555555555556
19.0,15.0,1737.0,0.010938399539435808,0.7894736842105263
23.0,2.0,1224.0,0.018790849673202614,0.08695652173913043
123.0,34.0,3724.0,0.033029001074113856,0.2764227642276423
2751.0,1270.0,41863.0,0.06571435396412106,0.46165030897855325
35.0,19.0,1656.0,0.021135265700483092,0.5428571428571428
0.0,0.0,176.0,0.0,
0.0,0.0,20.0,0.0,
1.0,0.0,387.0,0.002583979328165375,0.0
0.0,0.0,4.0,0.0,
0.0,0.0,14.0,0.0,
18.0,2.0,975.0,0.018461538461538463,0.1111111111111111
26.0,4.0,1979.0,0.013137948458817585,0.15384615384615385
62.0,13.0,1308.0,0.047400611620795105,0.20967741935483872
27.0,8.0,1380.0,0.01956521739130435,0.2962962962962963
1.0,0.0,60.0,0.016666666666666666,0.0
122.0,28.0,2435.0,0.05010266940451746,0.22950819672131148
2.0,0.0,336.0,0.005952380952380952,0.0
261.0,78.0,7098.0,0.036770921386306,0.2988505747126437
16.0,2.0,671.0,0.02384500745156483,0.125
17.0,3.0,934.0,0.018201284796573874,0.17647058823529413
44.0,8.0,2188.0,0.02010968921389397,0.18181818181818182
3.0,3.0,560.0,0.005357142857142857,1.0
1834.0,735.0,23763.0,0.07717880738963935,0.40076335877862596
18.0,8.0,1136.0,0.01584507042253521,0.4444444444444444
31.0,18.0,1899.0,0.016324381253291206,0.5806451612903226
498.0,207.0,10796.0,0.04612819562801038,0.41566265060240964
58.0,12.0,2544.0,0.02279874213836478,0.20689655172413793
149.0,57.0,2667.0,0.05586801649793776,0.3825503355704698
286.0,78.0,5237.0,0.05461141875119343,0.2727272727272727
145.0,49.0,2822.0,0.051381998582565556,0.33793103448275863
137.0,45.0,2334.0,0.05869751499571551,0.3284671532846715
23.0,12.0,946.0,0.024312896405919663,0.5217391304347826
807.0,269.0,14642.0,0.05511542139052042,0.3333333333333333
19.0,9.0,1378.0,0.013788098693759071,0.47368421052631576
39.0,9.0,1210.0,0.032231404958677684,0.23076923076923078
337.0,47.0,3887.0,0.08669925392333419,0.1394658753709199
446.0,109.0,11269.0,0.03957760227171887,0.24439461883408073
34.0,18.0,1705.0,0.01994134897360704,0.5294117647058824
19.0,10.0,1946.0,0.009763617677286743,0.5263157894736842
54.0,10.0,2155.0,0.02505800464037123,0.18518518518518517
12.0,14.0,1061.0,0.011310084825636193,1.1666666666666667
24.0,7.0,1262.0,0.01901743264659271,0.2916666666666667
6.0,2.0,1148.0,0.005226480836236934,0.3333333333333333
21.0,7.0,1208.0,0.0173841059602649,0.3333333333333333
2.0,2.0,832.0,0.002403846153846154,1.0
37.0,11.0,1638.0,0.022588522588522588,0.2972972972972973
62.0,17.0,1574.0,0.03939008894536213,0.27419354838709675
4.0,1.0,382.0,0.010471204188481676,0.25
46.0,24.0,2360.0,0.019491525423728815,0.5217391304347826
12.0,10.0,1241.0,0.009669621273166801,0.8333333333333334
137.0,44.0,3967.0,0.03453491303251827,0.32116788321167883
155.0,104.0,12567.0,0.012333890347736135,0.6709677419354839
0.0,0.0,318.0,0.0,
7.0,13.0,828.0,0.008454106280193236,1.8571428571428572
0.0,4.0,178.0,0.0,inf
2486.0,1092.0,43203.0,0.05754230030321968,0.43925985518905875
107.0,22.0,2206.0,0.048504079782411606,0.205607476635514
62.0,24.0,2281.0,0.027181060938185005,0.3870967741935484
115.0,37.0,5312.0,0.021649096385542167,0.3217391304347826
84.0,28.0,4297.0,0.019548522224808004,0.3333333333333333
1.0,5.0,901.0,0.0011098779134295228,5.0
188.0,55.0,5331.0,0.03526542862502345,0.2925531914893617
201.0,58.0,5665.0,0.035481023830538395,0.2885572139303483
252.0,111.0,7573.0,0.0332761125049518,0.44047619047619047
1390.0,365.0,23680.0,0.05869932432432432,0.26258992805755393
135.0,47.0,4960.0,0.02721774193548387,0.34814814814814815
52.0,10.0,2197.0,0.023668639053254437,0.19230769230769232
1281.0,347.0,24826.0,0.05159912994441312,0.27088212334113976
452.0,126.0,12253.0,0.03688892516118501,0.27876106194690264
108.0,119.0,7257.0,0.014882182720132286,1.1018518518518519
460.0,116.0,9076.0,0.050683120317320404,0.25217391304347825
7.0,2.0,555.0,0.012612612612612612,0.2857142857142857
85.0,28.0,3211.0,0.026471504204297728,0.32941176470588235
17.0,9.0,1503.0,0.011310711909514305,0.5294117647058824
62.0,10.0,2895.0,0.02141623488773748,0.16129032258064516
17.0,10.0,1035.0,0.01642512077294686,0.5882352941176471
0.0,0.0,53.0,0.0,
66.0,17.0,1828.0,0.036105032822757115,0.25757575757575757
0.0,6.0,2097.0,0.0,inf
126.0,41.0,3886.0,0.03242408646423057,0.3253968253968254
1141.0,266.0,18529.0,0.06157914620324896,0.2331288343558282
289.0,81.0,5280.0,0.05473484848484848,0.28027681660899656
191.0,79.0,11655.0,0.016387816387816386,0.41361256544502617
101.0,27.0,3319.0,0.030430852666465804,0.26732673267326734
1004.0,300.0,19964.0,0.05029052294129433,0.29880478087649404
491.0,141.0,9162.0,0.05359091901331587,0.28716904276985744
44.0,30.0,2101.0,0.020942408376963352,0.6818181818181818
35.0,21.0,1722.0,0.02032520325203252,0.6
12.0,3.0,654.0,0.01834862385321101,0.25
26.0,10.0,1599.0,0.016260162601626018,0.38461538461538464
987.0,378.0,24846.0,0.03972470417773485,0.3829787234042553
296.0,101.0,9335.0,0.03170862346009641,0.34121621621621623
33.0,10.0,786.0,0.04198473282442748,0.30303030303030304
526.0,163.0,9706.0,0.0541932825056666,0.30988593155893535
3120.0,858.0,55695.0,0.0560193913277673,0.275
1743.0,628.0,28760.0,0.06060500695410292,0.3602983362019507
38.0,13.0,2130.0,0.01784037558685446,0.34210526315789475
5.0,3.0,453.0,0.011037527593818985,0.6
8.0,1.0,394.0,0.02030456852791878,0.125
1.0,7.0,537.0,0.00186219739292365,7.0
42.0,22.0,2978.0,0.014103425117528543,0.5238095238095238
18.0,5.0,859.0,0.020954598370197905,0.2777777777777778
83.0,27.0,3671.0,0.02260964314900572,0.3253012048192771
0.0,1.0,121.0,0.0,inf
11.0,9.0,736.0,0.014945652173913044,0.8181818181818182
129.0,59.0,8834.0,0.01460267149649083,0.4573643410852713
0.0,5.0,348.0,0.0,inf
88.0,40.0,3305.0,0.026626323751891074,0.45454545454545453
0.0,0.0,123.0,0.0,
16.0,4.0,1221.0,0.013104013104013105,0.25
45.0,16.0,2898.0,0.015527950310559006,0.35555555555555557
12.0,11.0,1661.0,0.007224563515954244,0.9166666666666666
34.0,6.0,901.0,0.03773584905660377,0.17647058823529413
0.0,0.0,32.0,0.0,
504.0,136.0,7632.0,0.0660377358490566,0.2698412698412698
21.0,10.0,1092.0,0.019230769230769232,0.47619047619047616
35.0,4.0,1507.0,0.023224950232249502,0.11428571428571428
13.0,5.0,1253.0,0.010375099760574621,0.38461538461538464
25.0,3.0,2408.0,0.010382059800664452,0.12
12.0,4.0,1201.0,0.009991673605328892,0.3333333333333333
76.0,16.0,1820.0,0.041758241758241756,0.21052631578947367
31.0,7.0,1007.0,0.030784508440913606,0.22580645161290322
56.0,15.0,1590.0,0.03522012578616352,0.26785714285714285
23.0,9.0,1361.0,0.01689933872152829,0.391304347826087
38.0,16.0,795.0,0.04779874213836478,0.42105263157894735
17.0,7.0,1398.0,0.012160228898426323,0.4117647058823529
47.0,6.0,1702.0,0.027614571092831962,0.1276595744680851
158.0,80.0,5155.0,0.030649854510184288,0.5063291139240507
9.0,2.0,1090.0,0.008256880733944955,0.2222222222222222
92.0,24.0,3011.0,0.030554633012288276,0.2608695652173913
28.0,9.0,1851.0,0.015126958400864398,0.32142857142857145
78.0,20.0,2625.0,0.029714285714285714,0.2564102564102564
251.0,90.0,5048.0,0.049722662440570525,0.35856573705179284
12.0,2.0,816.0,0.014705882352941176,0.16666666666666666
11.0,3.0,857.0,0.012835472578763127,0.2727272727272727
8.0,4.0,873.0,0.009163802978235968,0.5
8.0,1.0,520.0,0.015384615384615385,0.125
4.0,5.0,698.0,0.0057306590257879654,1.25
45.0,18.0,2737.0,0.016441359152356595,0.4
7.0,1.0,81.0,0.08641975308641975,0.14285714285714285
83.0,54.0,5111.0,0.01623948346703189,0.6506024096385542
66.0,15.0,1790.0,0.03687150837988827,0.22727272727272727
35.0,18.0,2134.0,0.01640112464854733,0.5142857142857142
73.0,18.0,1454.0,0.050206327372764786,0.2465753424657534
25.0,12.0,1045.0,0.023923444976076555,0.48
26.0,10.0,828.0,0.03140096618357488,0.38461538461538464
40.0,16.0,4809.0,0.008317737575379496,0.4
37.0,9.0,1568.0,0.023596938775510203,0.24324324324324326
49.0,11.0,1640.0,0.029878048780487804,0.22448979591836735
53.0,18.0,2118.0,0.02502360717658168,0.33962264150943394
6.0,1.0,627.0,0.009569377990430622,0.16666666666666666
399.0,134.0,6675.0,0.059775280898876404,0.3358395989974937
46.0,19.0,1978.0,0.023255813953488372,0.41304347826086957
152.0,61.0,2301.0,0.06605823554976098,0.40131578947368424
419.0,165.0,6746.0,0.062110880521790694,0.3937947494033413
59.0,21.0,923.0,0.06392199349945829,0.3559322033898305
189.0,72.0,2672.0,0.07073353293413173,0.38095238095238093
29.0,6.0,1321.0,0.02195306585919758,0.20689655172413793
65.0,17.0,2087.0,0.03114518447532343,0.26153846153846155
18.0,3.0,1020.0,0.01764705882352941,0.16666666666666666
51.0,8.0,908.0,0.05616740088105727,0.1568627450980392
48.0,12.0,1137.0,0.04221635883905013,0.25
82.0,18.0,1613.0,0.05083694978301302,0.21951219512195122
317.0,120.0,3974.0,0.079768495218923,0.3785488958990536
114.0,32.0,1805.0,0.06315789473684211,0.2807017543859649
23.0,2.0,1146.0,0.02006980802792321,0.08695652173913043
74.0,27.0,1929.0,0.0383618455158113,0.36486486486486486
12.0,2.0,617.0,0.019448946515397084,0.16666666666666666
4.0,1.0,326.0,0.012269938650306749,0.25
19.0,3.0,872.0,0.021788990825688075,0.15789473684210525
4.0,1.0,488.0,0.00819672131147541,0.25
9.0,0.0,384.0,0.0234375,0.0
50.0,12.0,2277.0,0.021958717610891524,0.24
25.0,9.0,1303.0,0.01918649270913277,0.36
11.0,1.0,882.0,0.012471655328798186,0.09090909090909091
134.0,36.0,3658.0,0.036632039365773646,0.26865671641791045
7.0,2.0,601.0,0.011647254575707155,0.2857142857142857
59.0,25.0,2435.0,0.024229979466119097,0.423728813559322
24.0,2.0,499.0,0.04809619238476954,0.08333333333333333
0.0,0.0,83.0,0.0,
58.0,12.0,1654.0,0.03506650544135429,0.20689655172413793
54.0,10.0,2022.0,0.026706231454005934,0.18518518518518517
123.0,15.0,2689.0,0.045741911491260695,0.12195121951219512
48.0,17.0,1276.0,0.03761755485893417,0.3541666666666667
17.0,2.0,1111.0,0.0153015301530153,0.11764705882352941
13.0,3.0,1009.0,0.01288404360753221,0.23076923076923078
42.0,12.0,1059.0,0.039660056657223795,0.2857142857142857
11.0,0.0,431.0,0.025522041763341066,0.0
25.0,6.0,1257.0,0.01988862370723946,0.24
34.0,3.0,496.0,0.06854838709677419,0.08823529411764706
0.0,0.0,47.0,0.0,
38.0,6.0,1379.0,0.02755620014503263,0.15789473684210525
7.0,2.0,364.0,0.019230769230769232,0.2857142857142857
15.0,3.0,1431.0,0.010482180293501049,0.2
88.0,18.0,4045.0,0.021755253399258344,0.20454545454545456
4.0,3.0,1654.0,0.0024183796856106408,0.75
36.0,9.0,2829.0,0.012725344644750796,0.25
0.0,0.0,1.0,0.0,
5.0,2.0,504.0,0.00992063492063492,0.4
19.0,6.0,795.0,0.02389937106918239,0.3157894736842105
7.0,2.0,1900.0,0.0036842105263157894,0.2857142857142857
4.0,1.0,260.0,0.015384615384615385,0.25
11.0,3.0,652.0,0.01687116564417178,0.2727272727272727
235.0,66.0,7024.0,0.033456719817767655,0.28085106382978725
1.0,1.0,444.0,0.0022522522522522522,1.0
10.0,5.0,1445.0,0.006920415224913495,0.5
5.0,2.0,203.0,0.024630541871921183,0.4
0.0,0.0,56.0,0.0,
2.0,0.0,122.0,0.01639344262295082,0.0
0.0,0.0,67.0,0.0,
3.0,0.0,117.0,0.02564102564102564,0.0
6.0,2.0,257.0,0.023346303501945526,0.3333333333333333
2.0,6.0,515.0,0.003883495145631068,3.0
4.0,4.0,454.0,0.00881057268722467,1.0
5.0,3.0,232.0,0.021551724137931036,0.6
5.0,9.0,484.0,0.010330578512396695,1.8
0.0,0.0,19.0,0.0,
3.0,3.0,139.0,0.02158273381294964,1.0
4.0,2.0,128.0,0.03125,0.5
0.0,0.0,31.0,0.0,
0.0,0.0,4.0,0.0,
2.0,0.0,89.0,0.02247191011235955,0.0
0.0,1.0,114.0,0.0,inf
0.0,0.0,6.0,0.0,
0.0,2.0,222.0,0.0,inf
3.0,0.0,80.0,0.0375,0.0
7.0,1.0,53.0,0.1320754716981132,0.14285714285714285
1.0,1.0,117.0,0.008547008547008548,1.0
1.0,0.0,54.0,0.018518518518518517,0.0
1.0,0.0,74.0,0.013513513513513514,0.0
1.0,0.0,35.0,0.02857142857142857,0.0
5.0,0.0,31.0,0.16129032258064516,0.0
3.0,1.0,158.0,0.0189873417721519,0.3333333333333333
0.0,0.0,54.0,0.0,
0.0,0.0,3.0,0.0,
1.0,1.0,77.0,0.012987012987012988,1.0
0.0,0.0,31.0,0.0,
8.0,3.0,1744.0,0.0045871559633027525,0.375
0.0,0.0,46.0,0.0,
0.0,0.0,53.0,0.0,
2.0,1.0,83.0,0.024096385542168676,0.5
0.0,0.0,48.0,0.0,
0.0,0.0,76.0,0.0,
0.0,0.0,113.0,0.0,
0.0,0.0,32.0,0.0,
0.0,0.0,41.0,0.0,
0.0,1.0,100.0,0.0,inf
0.0,0.0,32.0,0.0,
0.0,0.0,60.0,0.0,
6.0,3.0,258.0,0.023255813953488372,0.5
0.0,0.0,115.0,0.0,
0.0,0.0,42.0,0.0,
0.0,0.0,102.0,0.0,
11.0,4.0,188.0,0.05851063829787234,0.36363636363636365
4.0,10.0,531.0,0.007532956685499058,2.5
1.0,0.0,61.0,0.01639344262295082,0.0
1.0,0.0,54.0,0.018518518518518517,0.0
0.0,0.0,5.0,0.0,
1.0,0.0,60.0,0.016666666666666666,0.0
0.0,0.0,49.0,0.0,
0.0,2.0,222.0,0.0,inf
0.0,0.0,6.0,0.0,
0.0,0.0,30.0,0.0,
0.0,0.0,27.0,0.0,
1.0,1.0,56.0,0.017857142857142856,1.0
0.0,0.0,5.0,0.0,
49.0,13.0,1730.0,0.028323699421965318,0.2653061224489796
12.0,7.0,937.0,0.012806830309498399,0.5833333333333334
6.0,2.0,952.0,0.0063025210084033615,0.3333333333333333
22.0,9.0,1267.0,0.017363851617995266,0.4090909090909091
0.0,0.0,14.0,0.0,
19.0,3.0,541.0,0.03512014787430684,0.15789473684210525
1.0,2.0,569.0,0.0017574692442882249,2.0
41.0,9.0,2272.0,0.018045774647887324,0.21951219512195122
1.0,2.0,611.0,0.0016366612111292963,2.0
1.0,0.0,262.0,0.003816793893129771,0.0
0.0,7.0,538.0,0.0,inf
0.0,0.0,1.0,0.0,
0.0,0.0,346.0,0.0,
1.0,1.0,298.0,0.003355704697986577,1.0
0.0,0.0,177.0,0.0,
22.0,7.0,1852.0,0.011879049676025918,0.3181818181818182
0.0,0.0,1.0,0.0,
38.0,10.0,1055.0,0.03601895734597156,0.2631578947368421
65.0,36.0,4275.0,0.0152046783625731,0.5538461538461539
2.0,2.0,1086.0,0.001841620626151013,1.0
0.0,0.0,2.0,0.0,
11.0,6.0,714.0,0.015406162464985995,0.5454545454545454
23.0,14.0,930.0,0.024731182795698924,0.6086956521739131
9.0,0.0,511.0,0.01761252446183953,0.0
12.0,4.0,935.0,0.012834224598930482,0.3333333333333333
48.0,15.0,2219.0,0.021631365479945923,0.3125
158.0,58.0,4483.0,0.035244256078518846,0.3670886075949367
0.0,0.0,221.0,0.0,
38.0,33.0,2503.0,0.015181781861765881,0.868421052631579
4.0,0.0,50.0,0.08,0.0
18.0,9.0,1372.0,0.013119533527696793,0.5
0.0,0.0,271.0,0.0,
32.0,11.0,1054.0,0.030360531309297913,0.34375
0.0,0.0,14.0,0.0,
0.0,0.0,14.0,0.0,
52.0,24.0,3037.0,0.017122160026341784,0.46153846153846156
22.0,1.0,342.0,0.06432748538011696,0.045454545454545456
3.0,5.0,572.0,0.005244755244755245,1.6666666666666667
59.0,14.0,1923.0,0.030681227249089962,0.23728813559322035
3.0,0.0,1043.0,0.0028763183125599234,0.0
21.0,11.0,817.0,0.025703794369645042,0.5238095238095238
0.0,0.0,76.0,0.0,
11.0,6.0,1091.0,0.01008249312557287,0.5454545454545454
0.0,0.0,624.0,0.0,
3.0,2.0,420.0,0.007142857142857143,0.6666666666666666
0.0,0.0,406.0,0.0,
1.0,1.0,1131.0,0.0008841732979664014,1.0
17.0,8.0,1115.0,0.015246636771300448,0.47058823529411764
109.0,27.0,9519.0,0.011450782645235844,0.24770642201834864
2.0,1.0,307.0,0.006514657980456026,0.5
5.0,1.0,1272.0,0.003930817610062893,0.2
4.0,1.0,720.0,0.005555555555555556,0.25
0.0,1.0,101.0,0.0,inf
4.0,1.0,952.0,0.004201680672268907,0.25
43.0,22.0,1098.0,0.039162112932604735,0.5116279069767442
14.0,2.0,613.0,0.022838499184339316,0.14285714285714285
15.0,5.0,498.0,0.030120481927710843,0.3333333333333333
0.0,0.0,133.0,0.0,
0.0,0.0,6.0,0.0,
439.0,142.0,11931.0,0.036794904031514544,0.3234624145785877
84.0,28.0,5292.0,0.015873015873015872,0.3333333333333333
111.0,30.0,2353.0,0.04717382065448364,0.2702702702702703
0.0,0.0,1.0,0.0,
34.0,9.0,741.0,0.04588394062078273,0.2647058823529412
6.0,3.0,705.0,0.00851063829787234,0.5
1.0,2.0,1073.0,0.0009319664492078285,2.0
8.0,1.0,1154.0,0.006932409012131715,0.125
5.0,2.0,267.0,0.018726591760299626,0.4
86.0,32.0,4795.0,0.017935349322210636,0.37209302325581395
0.0,0.0,4.0,0.0,
0.0,0.0,12.0,0.0,
3.0,1.0,324.0,0.009259259259259259,0.3333333333333333
1.0,2.0,175.0,0.005714285714285714,2.0
0.0,0.0,49.0,0.0,
58.0,15.0,1872.0,0.030982905982905984,0.25862068965517243
0.0,4.0,290.0,0.0,inf
0.0,0.0,53.0,0.0,
2.0,2.0,659.0,0.0030349013657056147,1.0
12.0,7.0,795.0,0.01509433962264151,0.5833333333333334
3.0,0.0,343.0,0.008746355685131196,0.0
1.0,0.0,176.0,0.005681818181818182,0.0
1.0,0.0,129.0,0.007751937984496124,0.0
1.0,0.0,215.0,0.004651162790697674,0.0
4.0,1.0,241.0,0.016597510373443983,0.25
0.0,0.0,215.0,0.0,
0.0,1.0,504.0,0.0,inf
7.0,3.0,472.0,0.014830508474576272,0.42857142857142855
0.0,0.0,257.0,0.0,
143.0,42.0,3719.0,0.03845119655821457,0.2937062937062937
91.0,22.0,1399.0,0.06504646175839886,0.24175824175824176
8.0,1.0,470.0,0.01702127659574468,0.125
0.0,0.0,188.0,0.0,
1.0,1.0,200.0,0.005,1.0
0.0,0.0,29.0,0.0,
0.0,0.0,2.0,0.0,
0.0,0.0,2.0,0.0,
1.0,0.0,67.0,0.014925373134328358,0.0
4.0,2.0,114.0,0.03508771929824561,0.5
4.0,0.0,76.0,0.05263157894736842,0.0
0.0,0.0,4.0,0.0,
0.0,0.0,10.0,0.0,
1.0,0.0,105.0,0.009523809523809525,0.0
0.0,0.0,14.0,0.0,
4.0,3.0,313.0,0.012779552715654952,0.75
9.0,0.0,246.0,0.036585365853658534,0.0
0.0,0.0,39.0,0.0,
4.0,1.0,308.0,0.012987012987012988,0.25
3.0,2.0,251.0,0.01195219123505976,0.6666666666666666
0.0,0.0,21.0,0.0,
0.0,0.0,152.0,0.0,
0.0,0.0,59.0,0.0,
24.0,3.0,665.0,0.03609022556390978,0.125
0.0,0.0,9.0,0.0,
0.0,0.0,63.0,0.0,
0.0,0.0,14.0,0.0,
17.0,6.0,1199.0,0.014178482068390326,0.35294117647058826
0.0,0.0,4.0,0.0,
0.0,0.0,26.0,0.0,
5.0,1.0,205.0,0.024390243902439025,0.2
0.0,0.0,10.0,0.0,
0.0,0.0,20.0,0.0,
344.0,106.0,9662.0,0.03560339474228938,0.3081395348837209
2.0,0.0,173.0,0.011560693641618497,0.0
3.0,1.0,403.0,0.007444168734491315,0.3333333333333333
0.0,0.0,5.0,0.0,
